fold,seed,image_id,method,stage,mse,psnr_db,ssim,delta_e00,element_count,below_zero_count,above_one_count,total_oor_count,below_zero_fraction,above_one_fraction,total_oor_fraction,mean_clip_magnitude_active,max_clip_magnitude
1,20260813,9.png,RGB_ADD_FULL_B0P1,post-clipping,0.0003040645156887966,35.17034259039443,0.9881559014320374,1.6436835835308987,529200,28130,11,28141,0.0531557067271353,2.0786092214663643e-05,0.05317649281934996,0.013765661073870986,0.08587277680635452
1,20260813,9.png,BOSR_FULL_B1,final,0.0003304598571143691,34.808812892572185,0.976098358631134,1.7122693446595936,,,,,,,0.0,,
1,20260813,19.png,RGB_ADD_FULL_B0P1,pre-clipping,0.00011005961937232032,39.583719934764055,0.9773063659667969,1.2091954462286847,529200,56816,0,56816,0.10736205593348451,0.0,0.10736205593348451,0.007334460870912343,0.08798150718212128
1,20260813,19.png,RGB_ADD_FULL_B0P1,post-clipping,8.496942219499001e-05,40.70737335005504,0.9877812266349792,1.1322258054675918,529200,56816,0,56816,0.10736205593348451,0.0,0.10736205593348451,0.007334460870912343,0.08798150718212128
1,20260813,19.png,BOSR_FULL_B1,final,0.0001181295528023063,39.27641440122335,0.9751031994819641,1.2825201877724812,,,,,,,0.0,,
1,20260813,22.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0016407233992081639,27.849646281624658,0.9706861972808838,3.5399635710055484,529200,27963,4,27967,0.05284013605442177,7.558578987150415e-06,0.052847694633408916,0.01543146173344412,0.08743541687726974
1,20260813,22.png,RGB_ADD_FULL_B0P1,post-clipping,0.0016072185573794305,27.939250617495052,0.9850262403488159,3.4432309399517895,529200,27963,4,27967,0.05284013605442177,7.558578987150415e-06,0.052847694633408916,0.01543146173344412,0.08743541687726974
1,20260813,22.png,BOSR_FULL_B1,final,0.0016558731222062384,27.809729431771668,0.9717371463775635,3.5167761064874905,,,,,,,0.0,,
1,20260813,28.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0006404715827910162,31.935001347886754,0.9627112150192261,2.6370607932060546,529200,21330,34,21364,0.04030612244897959,6.424792139077853e-05,0.04037037037037037,0.022303597099674968,0.09191597253084183
1,20260813,28.png,RGB_ADD_FULL_B0P1,post-clipping,0.0006025836185294853,32.19982678966931,0.9812213182449341,2.5359310870351455,529200,21330,34,21364,0.04030612244897959,6.424792139077853e-05,0.04037037037037037,0.022303597099674968,0.09191597253084183
1,20260813,28.png,BOSR_FULL_B1,final,0.0006221661128649963,32.06093647030792,0.9680325984954834,2.5778553758454095,,,,,,,0.0,,
1,20260813,34.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0008517583579993942,30.696835961631287,0.9729077219963074,2.617990149955705,529200,31041,0,31041,0.058656462585034014,0.0,0.058656462585034014,0.012039943556774488,0.08698894828557968
1,20260813,34.png,RGB_ADD_FULL_B0P1,post-clipping,0.0008258393093266851,30.83104448880356,0.9828935861587524,2.532712702555082,529200,31041,0,31041,0.058656462585034014,0.0,0.058656462585034014,0.012039943556774488,0.08698894828557968
1,20260813,34.png,BOSR_FULL_B1,final,0.0008587303649157742,30.661431800706417,0.9689615368843079,2.6759712638444455,,,,,,,0.0,,
1,20260813,42.png,RGB_ADD_FULL_B0P1,pre-clipping,0.000766218253372669,31.15647506171004,0.9711735844612122,2.8915216239581496,529200,9893,0,9893,0.018694255479969765,0.0,0.018694255479969765,0.02245519245790509,0.08322252333164215
1,20260813,42.png,RGB_ADD_FULL_B0P1,post-clipping,0.0007480596914575539,31.260637462046365,0.9763458967208862,2.8411456330558753,529200,9893,0,9893,0.018694255479969765,0.0,0.018694255479969765,0.02245519245790509,0.08322252333164215
1,20260813,42.png,BOSR_FULL_B1,final,0.0007898577663906643,31.024511072324344,0.9669570922851562,2.982111832864193,,,,,,,0.0,,
1,20260813,43.png,RGB_ADD_FULL_B0P1,pre-clipping,0.00024270601104929454,36.14919467453763,0.9756002426147461,1.2978465980424911,529200,21321,6935,28256,0.040289115646258505,0.013104686318972034,0.05339380196523054,0.01855314891223627,0.08857688307762146
1,20260813,43.png,RGB_ADD_FULL_B0P1,post-clipping,0.00019877425913788645,37.01639856549271,0.9919439554214478,1.2067965438343562,529200,21321,6935,28256,0.040289115646258505,0.013104686318972034,0.05339380196523054,0.01855314891223627,0.08857688307762146
1,20260813,43.png,BOSR_FULL_B1,final,0.00020638293092312485,36.853262242562565,0.9796520471572876,1.2590967238441113,,,,,,,0.0,,
1,20260813,44.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0002305171661623764,36.372967280096795,0.9762958288192749,1.9184985089979711,529200,11903,567,12470,0.022492441421012848,0.0010714285714285715,0.023563869992441422,0.027801354490200724,0.0851009264588356
1,20260813,44.png,RGB_ADD_FULL_B0P1,post-clipping,0.00019845612871092594,37.02335484692131,0.9864352345466614,1.846089791531247,529200,11903,567,12470,0.022492441421012848,0.0010714285714285715,0.023563869992441422,0.027801354490200724,0.0851009264588356
1,20260813,44.png,BOSR_FULL_B1,final,0.0002005980609664007,36.9767326929996,0.9764577150344849,1.958791483753584,,,,,,,0.0,,
1,20260813,64.png,RGB_ADD_FULL_B0P1,pre-clipping,0.00019948854359662135,37.00082040306228,0.979418933391571,1.380194547578939,529200,10140,0,10140,0.019160997732426303,0.0,0.019160997732426303,0.030951288423757675,0.08595184236764908
1,20260813,64.png,RGB_ADD_FULL_B0P1,post-clipping,0.00017295781852114795,37.6205980101682,0.9888651371002197,1.3056140688257785,529200,10140,0,10140,0.019160997732426303,0.0,0.019160997732426303,0.030951288423757675,0.08595184236764908
1,20260813,64.png,BOSR_FULL_B1,final,0.00018950647533789723,37.2237594582535,0.9779250025749207,1.3367903597858408,,,,,,,0.0,,
1,20260813,75.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0006990734316078413,31.554772029852334,0.9768396615982056,2.5872319151679313,529200,10631,2,10633,0.02008881330309902,3.7792894935752077e-06,0.020092592592592592,0.02886774287348172,0.0888793021440506
1,20260813,75.png,RGB_ADD_FULL_B0P1,post-clipping,0.0006732909221664944,31.717972409896163,0.9844430088996887,2.5150986897635965,529200,10631,2,10633,0.02008881330309902,3.7792894935752077e-06,0.020092592592592592,0.02886774287348172,0.0888793021440506
1,20260813,75.png,BOSR_FULL_B1,final,0.0006851519693512819,31.642130896306803,0.9747791290283203,2.58021123508356,,,,,,,0.0,,
1,20260813,83.png,RGB_ADD_FULL_B0P1,pre-clipping,0.00033490090283941614,34.750836816699035,0.9743818044662476,2.366432262324908,529200,11011,1517,12528,0.02080687830687831,0.002866591080876795,0.0236734693877551,0.026121810430117,0.08410920947790146
1,20260813,83.png,RGB_ADD_FULL_B0P1,post-clipping,0.0003060174212215786,35.14253848926801,0.9836251735687256,2.2974187228318548,529200,11011,1517,12528,0.02080687830687831,0.002866591080876795,0.0236734693877551,0.026121810430117,0.08410920947790146
1,20260813,83.png,BOSR_FULL_B1,final,0.0002739287058478835,35.62362454280927,0.974761962890625,2.3200332772001127,,,,,,,0.0,,
1,20260813,87.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0004367249713521142,33.59791974988727,0.9567961096763611,2.895929365963929,529200,11808,5357,17165,0.022312925170068026,0.010122826908541195,0.03243575207860922,0.019581425150904504,0.08586125075817108
1,20260813,87.png,RGB_ADD_FULL_B0P1,post-clipping,0.00041126348764558053,33.858798458468414,0.9672726392745972,2.822304224444727,529200,11808,5357,17165,0.022312925170068026,0.010122826908541195,0.03243575207860922,0.019581425150904504,0.08586125075817108
1,20260813,87.png,BOSR_FULL_B1,final,0.0003685139369478428,34.33546082770775,0.9607798457145691,2.6762359492224173,,,,,,,0.0,,
1,20260813,98.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0009287962873794687,30.320795292447546,0.974281370639801,2.63808080691725,529200,10239,902,11141,0.019348072562358275,0.0017044595616024188,0.021052532123960695,0.03052054514060136,0.08505941182374954
1,20260813,98.png,RGB_ADD_FULL_B0P1,post-clipping,0.0008980847395623242,30.466826831678592,0.9843973517417908,2.564549057348019,529200,10239,902,11141,0.019348072562358275,0.0017044595616024188,0.021052532123960695,0.03052054514060136,0.08505941182374954
1,20260813,98.png,BOSR_FULL_B1,final,0.0010278879268880495,29.880542349394265,0.9720278978347778,2.865366133382102,,,,,,,0.0,,
1,20260813,110.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0009624648645951636,30.16615115732146,0.9747880101203918,2.8937335266526607,529200,10344,0,10344,0.019546485260770977,0.0,0.019546485260770977,0.037470520382377866,0.09039785712957382
1,20260813,110.png,RGB_ADD_FULL_B0P1,post-clipping,0.0009252886169837053,30.337227805447085,0.9866890907287598,2.8067689722264935,529200,10344,0,10344,0.019546485260770977,0.0,0.019546485260770977,0.037470520382377866,0.09039785712957382
1,20260813,110.png,BOSR_FULL_B1,final,0.0008714454726686218,30.5975978200205,0.9760962128639221,2.8004500028464743,,,,,,,0.0,,
1,20260813,113.png,RGB_ADD_FULL_B0P1,pre-clipping,0.00025704470374378373,35.89991340089286,0.9366158843040466,1.7796631358653492,529200,25358,38062,63420,0.04791761148904006,0.07192365835222977,0.11984126984126985,0.018338955673390524,0.09022438526153564
1,20260813,113.png,RGB_ADD_FULL_B0P1,post-clipping,0.00016780580712272113,37.7519301396194,0.9855538010597229,1.606536170984334,529200,25358,38062,63420,0.04791761148904006,0.07192365835222977,0.11984126984126985,0.018338955673390524,0.09022438526153564
1,20260813,113.png,BOSR_FULL_B1,final,0.00016343768224799177,37.86647805174219,0.9748390316963196,1.5670759845053168,,,,,,,0.0,,
1,20260813,115.png,RGB_ADD_FULL_B0P1,pre-clipping,0.001975183453172128,27.04392561303209,0.9706547856330872,4.049997179368334,529200,11029,166,11195,0.020840891912320483,0.00031368102796674227,0.021154572940287227,0.03846756489571649,0.09183482080698013
1,20260813,115.png,RGB_ADD_FULL_B0P1,post-clipping,0.0019317158572708765,27.1405675509168,0.9858384132385254,3.96097907490054,529200,11029,166,11195,0.020840891912320483,0.00031368102796674227,0.021154572940287227,0.03846756489571649,0.09183482080698013
1,20260813,115.png,BOSR_FULL_B1,final,0.0019881636627561284,27.015478679737722,0.973667562007904,4.0639689144782585,,,,,,,0.0,,
1,20260813,121.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0017018182531357486,27.690868225562948,0.9109103083610535,4.159453588693845,529200,67785,0,67785,0.12808956916099773,0.0,0.12808956916099773,0.015280413952080732,0.08679454773664474
1,20260813,121.png,RGB_ADD_FULL_B0P1,post-clipping,0.0016376786182451144,27.85771321145213,0.9594980478286743,4.1055174847982,529200,67785,0,67785,0.12808956916099773,0.0,0.12808956916099773,0.015280413952080732,0.08679454773664474
1,20260813,121.png,BOSR_FULL_B1,final,0.0016613039484864884,27.795509027236648,0.9519582390785217,4.19597094999632,,,,,,,0.0,,
1,20260813,125.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0008955744328461292,30.478983132979405,0.9343659281730652,2.956919976418646,529200,30046,79,30125,0.05677626606198035,0.00014928193499622072,0.05692554799697657,0.03301785006217431,0.09047647565603256
1,20260813,125.png,RGB_ADD_FULL_B0P1,post-clipping,0.0008013003400894617,30.9620467293481,0.9793769717216492,2.7798491375555328,529200,30046,79,30125,0.05677626606198035,0.00014928193499622072,0.05692554799697657,0.03301785006217431,0.09047647565603256
1,20260813,125.png,BOSR_FULL_B1,final,0.000864704097436756,30.63132483096822,0.9542977809906006,2.9112369408194163,,,,,,,0.0,,
1,20260813,130.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0006239930287361315,32.04820262237996,0.9696643352508545,2.374668192000869,529200,25467,0,25467,0.04812358276643991,0.0,0.04812358276643991,0.01887866089471176,0.09081609547138214
1,20260813,130.png,RGB_ADD_FULL_B0P1,post-clipping,0.0005848619986499683,32.32946595960627,0.9855412244796753,2.2892994569197693,529200,25467,0,25467,0.04812358276643991,0.0,0.04812358276643991,0.01887866089471176,0.09081609547138214
1,20260813,130.png,BOSR_FULL_B1,final,0.0005843323773367708,32.333400491524586,0.9740070104598999,2.3704159295777942,,,,,,,0.0,,
1,20260813,134.png,RGB_ADD_FULL_B0P1,pre-clipping,0.00082087033455645,30.8572543902431,0.9680808186531067,3.047345228735169,529200,10811,33,10844,0.020428949357520786,6.235827664399093e-05,0.020491307634164777,0.022070635014684335,0.0841810554265976
1,20260813,134.png,RGB_ADD_FULL_B0P1,post-clipping,0.0008014939785466059,30.960997360594376,0.9741188287734985,2.995674702177998,529200,10811,33,10844,0.020428949357520786,6.235827664399093e-05,0.020491307634164777,0.022070635014684335,0.0841810554265976
1,20260813,134.png,BOSR_FULL_B1,final,0.0008171304514926374,30.877086046170945,0.9645612239837646,3.096781109939007,,,,,,,0.0,,
1,20260813,135.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0001695839642600023,37.70615216717574,0.9776564836502075,1.4605011698566857,529200,13254,717,13971,0.0250453514739229,0.001354875283446712,0.026400226757369614,0.022855884393292076,0.08365219086408615
1,20260813,135.png,RGB_ADD_FULL_B0P1,post-clipping,0.00014402173940103588,38.41571948256737,0.988814115524292,1.3878080191872184,529200,13254,717,13971,0.0250453514739229,0.001354875283446712,0.026400226757369614,0.022855884393292076,0.08365219086408615
1,20260813,135.png,BOSR_FULL_B1,final,0.0001437353788543964,38.42436321983078,0.9760713577270508,1.4427142749172204,,,,,,,0.0,,
1,20260813,138.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0013823377236790498,28.59385840021265,0.9724240899085999,3.461069820370057,529200,19437,28,19465,0.03672902494331066,5.291005291005291e-05,0.03678193499622071,0.020507312700712578,0.09141029417514801
1,20260813,138.png,RGB_ADD_FULL_B0P1,post-clipping,0.001349667706197874,28.69773143451995,0.9852890968322754,3.375819739814042,529200,19437,28,19465,0.03672902494331066,5.291005291005291e-05,0.03678193499622071,0.020507312700712578,0.09141029417514801
1,20260813,138.png,BOSR_FULL_B1,final,0.001412643782107151,28.49967337775576,0.9730181694030762,3.4743704018270636,,,,,,,0.0,,
1,20260813,140.png,RGB_ADD_FULL_B0P1,pre-clipping,0.00027377104615352915,35.62612484473263,0.9591752886772156,1.6952721314018193,529200,32000,6,32006,0.06046863189720333,1.1337868480725624e-05,0.06047996976568405,0.01960668039545279,0.084452323615551
1,20260813,140.png,RGB_ADD_FULL_B0P1,post-clipping,0.00023217347196053523,36.341874040605,0.9827941656112671,1.5911758194900743,529200,32000,6,32006,0.06046863189720333,1.1337868480725624e-05,0.06047996976568405,0.01960668039545279,0.084452323615551
1,20260813,140.png,BOSR_FULL_B1,final,0.00022876619721950062,36.40608147036289,0.9723982810974121,1.6271971146557307,,,,,,,0.0,,
1,20260813,146.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0008718544712114877,30.595560008751637,0.6339263319969177,2.9998526643900676,529200,143502,1171,144673,0.27116780045351474,0.002212773998488284,0.27338057445200303,0.03021527903681939,0.08247852325439453
1,20260813,146.png,RGB_ADD_FULL_B0P1,post-clipping,0.0005224681705175081,32.81940162230629,0.9174898862838745,2.550334936258998,529200,143502,1171,144673,0.27116780045351474,0.002212773998488284,0.27338057445200303,0.03021527903681939,0.08247852325439453
1,20260813,146.png,BOSR_FULL_B1,final,0.0005421815732274389,32.658552465888626,0.8767123222351074,2.763405865127447,,,,,,,0.0,,
1,20260813,165.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0012270853781628892,29.111252188744324,0.974890410900116,3.0868645351196893,529200,10891,0,10891,0.020580120937263795,0.0,0.020580120937263795,0.0317093421553347,0.08248450607061386
1,20260813,165.png,RGB_ADD_FULL_B0P1,post-clipping,0.0011973298029832554,29.21786207248186,0.9873959422111511,3.006236036362039,529200,10891,0,10891,0.020580120937263795,0.0,0.020580120937263795,0.0317093421553347,0.08248450607061386
1,20260813,165.png,BOSR_FULL_B1,final,0.0012523034963979357,29.02290406878076,0.9751650094985962,3.0987345515564835,,,,,,,0.0,,
1,20260813,167.png,RGB_ADD_FULL_B0P1,pre-clipping,0.00019168383492374863,37.1741451048881,0.9764164686203003,1.3108130754156648,529200,11204,0,11204,0.021171579743008314,0.0,0.021171579743008314,0.03739228929020889,0.08516710251569748
1,20260813,167.png,RGB_ADD_FULL_B0P1,post-clipping,0.0001515934231282725,38.19319640135751,0.992462694644928,1.216562380200962,529200,11204,0,11204,0.021171579743008314,0.0,0.021171579743008314,0.03739228929020889,0.08516710251569748
1,20260813,167.png,BOSR_FULL_B1,final,0.00016368457337812665,37.85992249191932,0.9795137047767639,1.246686465377886,,,,,,,0.0,,
1,20260813,175.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0022526985081143176,26.47296928570836,0.9657913446426392,4.130021863998017,529200,34409,0,34409,0.06502078609221466,0.0,0.06502078609221466,0.011300085533357736,0.0940321832895279
1,20260813,175.png,RGB_ADD_FULL_B0P1,post-clipping,0.0022246014664801467,26.527477808229026,0.9780157804489136,4.048477824768474,529200,34409,0,34409,0.06502078609221466,0.0,0.06502078609221466,0.011300085533357736,0.0940321832895279
1,20260813,175.png,BOSR_FULL_B1,final,0.002332646549979144,26.321510619017502,0.9623222351074219,4.243401716550878,,,,,,,0.0,,
1,20260813,187.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0007382719798940003,31.317836143194334,0.9738129377365112,2.7458103972552528,529200,10978,395,11373,0.020744520030234317,0.0007464096749811035,0.02149092970521542,0.03509885152033765,0.08848290890455246
1,20260813,187.png,RGB_ADD_FULL_B0P1,post-clipping,0.0006970750905949644,31.56720436142332,0.9882315397262573,2.6686559732758264,529200,10978,395,11373,0.020744520030234317,0.0007464096749811035,0.02149092970521542,0.03509885152033765,0.08848290890455246
1,20260813,187.png,BOSR_FULL_B1,final,0.0007749013877538817,31.107535613378715,0.9747872948646545,2.769071750113238,,,,,,,0.0,,
1,20260813,189.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0001522573893038559,38.17421621151467,0.9761322736740112,1.1493980911142727,529200,25999,59,26058,0.04912887377173091,0.00011148904006046863,0.04924036281179138,0.017362888410059722,0.08536534756422043
1,20260813,189.png,RGB_ADD_FULL_B0P1,post-clipping,0.0001190359705842011,39.243217825934316,0.9902808666229248,1.0519553745772452,529200,25999,59,26058,0.04912887377173091,0.00011148904006046863,0.04924036281179138,0.017362888410059722,0.08536534756422043
1,20260813,189.png,BOSR_FULL_B1,final,0.00014882688632551175,38.273186042200585,0.9776116013526917,1.1465013628771301,,,,,,,0.0,,
1,20260813,197.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0005787741844746859,32.374908483032186,0.9768760800361633,2.24064706362766,529200,12405,0,12405,0.023441043083900225,0.0,0.023441043083900225,0.025408858677909336,0.08279985934495926
1,20260813,197.png,RGB_ADD_FULL_B0P1,post-clipping,0.0005531775243482178,32.57135473627513,0.9868772029876709,2.170273035985998,529200,12405,0,12405,0.023441043083900225,0.0,0.023441043083900225,0.025408858677909336,0.08279985934495926
1,20260813,197.png,BOSR_FULL_B1,final,0.0005699030023893416,32.44199055049877,0.9753754734992981,2.240354011823834,,,,,,,0.0,,
1,20260813,199.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0010712232307824796,29.701200176883134,0.97307950258255,3.1093565131977217,529200,10735,55,10790,0.020285336356764928,0.00010393046107331821,0.020389266817838245,0.038296867698210765,0.09062440693378448
1,20260813,199.png,RGB_ADD_FULL_B0P1,post-clipping,0.0010298189074886492,29.87239138783201,0.98796546459198,3.0216168771241634,529200,10735,55,10790,0.020285336356764928,0.00010393046107331821,0.020389266817838245,0.038296867698210765,0.09062440693378448
1,20260813,199.png,BOSR_FULL_B1,final,0.0010611739951307002,29.742134012732176,0.976006805896759,3.104864413776968,,,,,,,0.0,,
1,20260813,201.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0023008643291751165,26.381089888184114,0.9701861143112183,4.447740380886099,529200,10428,0,10428,0.019705215419501133,0.0,0.019705215419501133,0.03820898664406328,0.09180765599012375
1,20260813,201.png,RGB_ADD_FULL_B0P1,post-clipping,0.0022631067011251783,26.452949694136116,0.9837061762809753,4.353899174453654,529200,10428,0,10428,0.019705215419501133,0.0,0.019705215419501133,0.03820898664406328,0.09180765599012375
1,20260813,201.png,BOSR_FULL_B1,final,0.002395920753870683,26.205275505255614,0.9710326194763184,4.496254684306659,,,,,,,0.0,,
1,20260813,218.png,RGB_ADD_FULL_B0P1,pre-clipping,0.001285532466607974,28.909169506114463,0.9614459276199341,3.265379966869187,529200,19101,0,19101,0.036094104308390024,0.0,0.036094104308390024,0.02284509000881284,0.08557792752981186
1,20260813,218.png,RGB_ADD_FULL_B0P1,post-clipping,0.001253247449244969,29.019631706406713,0.976564884185791,3.18692901394871,529200,19101,0,19101,0.036094104308390024,0.0,0.036094104308390024,0.02284509000881284,0.08557792752981186
1,20260813,218.png,BOSR_FULL_B1,final,0.0012251044934843507,29.118268672110872,0.9666971564292908,3.2374770850761005,,,,,,,0.0,,
1,20260813,227.png,RGB_ADD_FULL_B0P1,pre-clipping,0.002576598707743185,25.889532153581367,0.9703575968742371,4.756345594451771,529200,10381,3,10384,0.019616402116402115,5.668934240362812e-06,0.019622071050642478,0.033271194903258965,0.08685123175382614
1,20260813,227.png,RGB_ADD_FULL_B0P1,post-clipping,0.0025474022030589315,25.939024799366976,0.9814218282699585,4.6775676294498165,529200,10381,3,10384,0.019616402116402115,5.668934240362812e-06,0.019622071050642478,0.033271194903258965,0.08685123175382614
1,20260813,227.png,BOSR_FULL_B1,final,0.0026857657829054494,25.709318634569183,0.9698260426521301,4.821186368775052,,,,,,,0.0,,
1,20260813,238.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0005845361178526903,32.33188649088098,0.9764337539672852,2.327882809813575,529200,11565,0,11565,0.02185374149659864,0.0,0.02185374149659864,0.028504729469309813,0.0850813165307045
1,20260813,238.png,RGB_ADD_FULL_B0P1,post-clipping,0.0005570696129802712,32.54090530779322,0.985317051410675,2.2547174132298187,529200,11565,0,11565,0.02185374149659864,0.0,0.02185374149659864,0.028504729469309813,0.0850813165307045
1,20260813,238.png,BOSR_FULL_B1,final,0.0006403232221204984,31.936007476590255,0.9751695394515991,2.4313048449665855,,,,,,,0.0,,
1,20260813,245.png,RGB_ADD_FULL_B0P1,pre-clipping,0.000946208878695125,30.240129810917146,0.8978909850120544,2.9670976352480887,529200,59814,0,59814,0.11302721088435375,0.0,0.11302721088435375,0.025071102857506643,0.08852722495794296
1,20260813,245.png,RGB_ADD_FULL_B0P1,post-clipping,0.0008251996025873936,30.834409898532044,0.9698951840400696,2.681127282836229,529200,59814,0,59814,0.11302721088435375,0.0,0.11302721088435375,0.025071102857506643,0.08852722495794296
1,20260813,245.png,BOSR_FULL_B1,final,0.0009299193514197,30.315547146204306,0.9291567206382751,2.918361007691909,,,,,,,0.0,,
1,20260813,251.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0003114669576963168,35.06588019153461,0.9757063984870911,1.8620793280878392,529200,15379,0,15379,0.02906084656084656,0.0,0.02906084656084656,0.020336828959738946,0.08881323784589767
1,20260813,251.png,RGB_ADD_FULL_B0P1,post-clipping,0.0002874739957595338,35.414014344836275,0.9836955070495605,1.7940415205041729,529200,15379,0,15379,0.02906084656084656,0.0,0.02906084656084656,0.020336828959738946,0.08881323784589767
1,20260813,251.png,BOSR_FULL_B1,final,0.00029575469054440314,35.290683589184674,0.973931610584259,1.8539291127884288,,,,,,,0.0,,
1,20260813,259.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0003178130953423629,34.97828211855652,0.9780856966972351,1.620021998432986,529200,40904,9,40913,0.07729402872260015,1.7006802721088435e-05,0.07731103552532125,0.00981482038146725,0.08421752601861954
1,20260813,259.png,RGB_ADD_FULL_B0P1,post-clipping,0.0002902361190114477,35.372485418939156,0.9883710741996765,1.5457554104489535,529200,40904,9,40913,0.07729402872260015,1.7006802721088435e-05,0.07731103552532125,0.00981482038146725,0.08421752601861954
1,20260813,259.png,BOSR_FULL_B1,final,0.000294974047926746,35.3021619194727,0.9765854477882385,1.6352143117395432,,,,,,,0.0,,
1,20260813,281.png,RGB_ADD_FULL_B0P1,pre-clipping,0.00040041455684778005,33.974901423721704,0.9768505096435547,1.8797372832751067,529200,24822,73,24895,0.04690476190476191,0.00013794406651549508,0.0470427059712774,0.016086406414599776,0.08254287391901016
1,20260813,281.png,RGB_ADD_FULL_B0P1,post-clipping,0.0003693673475225236,34.32541499306088,0.989626407623291,1.8086317270512549,529200,24822,73,24895,0.04690476190476191,0.00013794406651549508,0.0470427059712774,0.016086406414599776,0.08254287391901016
1,20260813,281.png,BOSR_FULL_B1,final,0.0003734516130618391,34.27765660358759,0.9778265953063965,1.8350605441227197,,,,,,,0.0,,
1,20260813,282.png,RGB_ADD_FULL_B0P1,pre-clipping,0.00021702163739470976,36.634969641576376,0.9257605075836182,1.5859494096946742,529200,34847,0,34847,0.06584845049130764,0.0,0.06584845049130764,0.027846865210518643,0.08796904236078262
1,20260813,282.png,RGB_ADD_FULL_B0P1,post-clipping,0.0001435752243446913,38.42920496435719,0.9773995876312256,1.4387703729403016,529200,34847,0,34847,0.06584845049130764,0.0,0.06584845049130764,0.027846865210518643,0.08796904236078262
1,20260813,282.png,BOSR_FULL_B1,final,0.00017901711403422963,37.47105448487466,0.961946964263916,1.5496069502913319,,,,,,,0.0,,
1,20260813,285.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0004372361796621386,33.592839089878304,0.9705429077148438,2.5070237446428454,529200,11141,45360,56501,0.021052532123960695,0.08571428571428572,0.1067668178382464,0.01646238775391415,0.09233223646879196
1,20260813,285.png,RGB_ADD_FULL_B0P1,post-clipping,0.00036284179146207126,34.40282697477165,0.9896889328956604,2.34961792511783,529200,11141,45360,56501,0.021052532123960695,0.08571428571428572,0.1067668178382464,0.01646238775391415,0.09233223646879196
1,20260813,285.png,BOSR_FULL_B1,final,0.00037071034585595407,34.30965293426997,0.9770583510398865,2.385744369322226,,,,,,,0.0,,
1,20260813,289.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0002019038611457782,36.948553756662115,0.9772894382476807,1.4016949971086545,529200,10290,0,10290,0.019444444444444445,0.0,0.019444444444444445,0.03777626844133216,0.08811222016811371
1,20260813,289.png,RGB_ADD_FULL_B0P1,post-clipping,0.00016492212182551297,37.827210863665314,0.9899289011955261,1.313787195603062,529200,10290,0,10290,0.019444444444444445,0.0,0.019444444444444445,0.03777626844133216,0.08811222016811371
1,20260813,289.png,BOSR_FULL_B1,final,0.0002055664311592535,36.87047803843035,0.9781817197799683,1.4155800785492623,,,,,,,0.0,,
1,20260813,293.png,RGB_ADD_FULL_B0P1,pre-clipping,0.0011243705329268593,29.490905447392286,0.9718573093414307,2.9410067080829996,529200,16303,11475,27778,0.030806878306878307,0.021683673469387755,0.05249055177626606,0.019818048122495345,0.09088122844696045
1,20260813,293.png,RGB_ADD_FULL_B0P1,post-clipping,0.0010760546209534637,29.681656831523277,0.989626407623291,2.8491745907116197,529200,16303,11475,27778,0.030806878306878307,0.021683673469387755,0.05249055177626606,0.019818048122495345,0.09088122844696045
1,20260813,293.png,BOSR_FULL_B1,final,0.0010589609320245713,29.751200619124617,0.9765243530273438,2.880286998057065,,,,,,,0.0,,
1,20260813,302.png,RGB_ADD_FULL_B0P1,pre-clipping,0.001995019028937022,27.000529575597234,0.9707277417182922,4.3177858184104325,529200,9747,0,9747,0.018418367346938774,0.0,0.018418367346938774,0.03270932454802131,0.09179616719484329
1,20260813,302.png,RGB_ADD_FULL_B0P1,post-clipping,0.0019671520065275387,27.061620798135223,0.9775869846343994,4.240609668565862,529200,9747,0,9747,0.018418367346938774,0.0,0.018418367346938774,0.03270932454802131,0.09179616719484329
1,20260813,302.png,BOSR_FULL_B1,final,0.0021068522366388784,26.763659224188,0.9680914878845215,4.365937985308064,,,,,,,0.0,,
